tijdstip;locatie;component;waarde;LKI,
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;18,2;2
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;26,0;3
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;CO;451,5;2
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,4;2
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,02;2
2018-09-16 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,9;1
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;O3;67,6;5
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;6,5;1
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,0;2
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;CO;438,8;2
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO;13,0;2
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;23,9;3
2018-09-16 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;11,4;2
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;9,0;1
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;O3;72,4;5
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;CO;443,9;2
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,92;1
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;3,6;1
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO;8,7;1
2018-09-16 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;24,9;3
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;7,1;1
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,32;2
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;O3;63,7;5
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;35,9;4
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO;11,6;2
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;24,8;3
2018-09-16 18:00:00+02:00;Amsterdam-Van Diemenstraat;CO;546,0;3
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,5;2
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,3;4
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;16,5;2
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;39,7;4
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO;10,8;2
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;CO;478,9;2
2018-09-16 19:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,03;2
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,7;3
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;7,6;1
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;CO;486,9;2
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,96;1
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO;9,0;1
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;37,0;4
2018-09-16 20:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,2;4
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;57,8;5
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;O3;39,0;3
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,54;2
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;38,2;4
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;CO;589,2;3
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO;16,8;2
2018-09-16 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,8;1
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;O3;22,4;2
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;19,1;2
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;CO;665,9;3
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;72,9;6
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO;19,9;2
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;11,7;2
2018-09-16 22:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,96;2
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO;18,6;2
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;67,4;6
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;12,3;2
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,57;2
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;CO;596,5;3
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,8;2
2018-09-16 23:00:00+02:00;Amsterdam-Van Diemenstraat;O3;19,5;2
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;15,7;2
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;86,8;7
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;O3;7,3;1
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,8;2
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,87;2
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;CO;677,6;3
2018-09-17 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO;31,8;3
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO;17,0;2
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;19,2;2
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;CO;456,9;2
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;O3;18,6;2
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;71,1;6
2018-09-17 01:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,44;2
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;O3;29,0;2
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO;10,8;2
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;52,6;5
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;CO;351,7;2
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;16,5;2
2018-09-17 02:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,17;2
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO;7,6;1
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,98;1
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;18,1;2
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;43,0;4
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;CO;352,3;2
2018-09-17 03:00:00+02:00;Amsterdam-Van Diemenstraat;O3;32,1;3
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;39,8;4
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,7;3
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;CO;320,5;2
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;O3;27,2;2
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO;9,8;1
2018-09-17 04:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,12;2
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,16;2
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;CO;342,9;2
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,5;2
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;20,2;3
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;44,2;4
2018-09-17 05:00:00+02:00;Amsterdam-Van Diemenstraat;O3;19,6;2
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;O3;17,9;2
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;CO;371,2;2
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,06;2
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO;10,8;2
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;24,5;3
2018-09-17 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;45,2;5
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,51;2
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;50,8;5
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO;27,5;3
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;18,0;2
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;O3;12,6;1
2018-09-17 07:00:00+02:00;Amsterdam-Van Diemenstraat;CO;471,6;2
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;O3;4,8;1
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;25,2;3
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;73,1;6
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;CO;624,9;3
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO;63,2;4
2018-09-17 08:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,32;2
2018-09-17 09:00:00+02:00;Amsterdam-Van Diemenstraat;CO;751,3;3
2018-09-17 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;75,8;7
2018-09-17 09:00:00+02:00;Amsterdam-Van Diemenstraat;FN;3,16;3
2018-09-17 09:00:00+02:00;Amsterdam-Van Diemenstraat;O3;3,0;1
2018-09-17 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO;78,8;4
2018-09-17 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;79,1;7
2018-09-17 10:00:00+02:00;Amsterdam-Van Diemenstraat;FN;3,34;3
2018-09-17 10:00:00+02:00;Amsterdam-Van Diemenstraat;O3;2,5;1
2018-09-17 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO;107,0;5
2018-09-17 10:00:00+02:00;Amsterdam-Van Diemenstraat;CO;828,6;3
2018-09-17 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO;78,3;4
2018-09-17 11:00:00+02:00;Amsterdam-Van Diemenstraat;CO;609,5;3
2018-09-17 11:00:00+02:00;Amsterdam-Van Diemenstraat;O3;6,0;1
2018-09-17 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;82,6;7
2018-09-17 11:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,6;2
2018-09-17 12:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,05;2
2018-09-17 12:00:00+02:00;Amsterdam-Van Diemenstraat;O3;14,2;1
2018-09-17 12:00:00+02:00;Amsterdam-Van Diemenstraat;CO;578,4;3
2018-09-17 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO;66,0;4
2018-09-17 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;91,1;7
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;CO;451,0;2
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO;29,4;3
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;44,6;4
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;22,4;4
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,35;2
2018-09-17 13:00:00+02:00;Amsterdam-Van Diemenstraat;O3;33,2;3
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;CO;481,1;2
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO;24,0;2
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;O3;41,7;4
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,41;2
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,8;3
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;19,1;3
2018-09-17 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;48,1;5
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,1;1
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;CO;561,5;3
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO;28,4;3
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;O3;44,8;4
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,58;2
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;17,9;2
2018-09-17 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;61,4;6
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;O3;60,7;5
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;CO;469,2;2
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO;21,5;2
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;46,2;5
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,9;2
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;19,3;2
2018-09-17 16:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,3;2
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,24;2
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;O3;68,5;5
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;8,2;1
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;CO;499,6;2
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,5;1
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;46,1;5
2018-09-17 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO;17,2;2
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;CO;616,8;3
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;O3;61,9;5
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,23;2
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;5,6;1
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;3,0;1
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;53,0;5
2018-09-17 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO;24,1;2
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,56;2
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;0,5;1
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;61,0;6
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;O3;64,7;5
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;CO;683,4;3
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO;19,2;2
2018-09-17 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;17,3;2
2018-09-17 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO;10,2;2
2018-09-17 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;59,1;5
2018-09-17 20:00:00+02:00;Amsterdam-Van Diemenstraat;O3;80,9;6
2018-09-17 20:00:00+02:00;Amsterdam-Van Diemenstraat;CO;555,1;3
2018-09-17 20:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,0;2
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;98,7;7
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;O3;31,2;3
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;23,0;4
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;31,0;4
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,86;2
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO;22,3;2
2018-09-17 21:00:00+02:00;Amsterdam-Van Diemenstraat;CO;652,5;3
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;O3;34,4;3
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,5;2
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;86,4;7
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO;15,9;2
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;28,4;3
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,34;2
2018-09-17 22:00:00+02:00;Amsterdam-Van Diemenstraat;CO;709,0;3
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,44;2
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,2;2
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO;7,6;1
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;O3;48,5;4
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,6;3
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;66,3;6
2018-09-17 23:00:00+02:00;Amsterdam-Van Diemenstraat;CO;479,5;2
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,08;2
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;O3;46,8;4
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,4;3
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,4;3
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;65,2;6
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,7;2
2018-09-18 00:00:00+02:00;Amsterdam-Van Diemenstraat;CO;469,9;2
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,09;2
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,5;1
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;CO;371,8;2
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,8;2
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,6;3
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;46,3;5
2018-09-18 01:00:00+02:00;Amsterdam-Van Diemenstraat;O3;62,5;5
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;14,1;2
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;44,4;4
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO;8,0;1
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,41;2
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;O3;61,1;5
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;CO;311,7;2
2018-09-18 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;17,4;2
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,2;1
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;37,2;4
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,38;2
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;CO;315,0;2
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;O3;62,6;5
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;14,4;2
2018-09-18 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,4;3
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;19,3;3
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;32,0;4
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;CO;307,3;2
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,0;1
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;O3;60,8;5
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,26;2
2018-09-18 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;25,0;3
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,6;2
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,4;3
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;CO;292,9;2
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,5;1
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,7;4
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,04;2
2018-09-18 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;29,8;3
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,2;3
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,94;2
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;O3;55,3;4
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,8;1
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;CO;342,1;2
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;30,1;4
2018-09-18 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;22,5;3
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;27,0;3
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,3;2
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;CO;396,6;2
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO;13,6;2
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;O3;48,7;4
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;42,9;4
2018-09-18 07:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,63;2
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;65,2;6
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;CO;515,6;3
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,49;2
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;O3;32,7;3
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO;31,6;3
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;27,4;3
2018-09-18 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,2;1
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;27,1;4
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;CO;589,4;3
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO;37,8;3
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;O3;31,2;3
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,22;2
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;28,9;3
2018-09-18 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;66,5;6
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;O3;29,6;2
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,19;2
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;CO;543,3;3
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;70,3;6
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;15,4;3
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;29,3;3
2018-09-18 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO;38,2;3
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,2;2
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;O3;29,0;2
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;75,2;7
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;14,7;2
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO;43,7;3
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;31,1;4
2018-09-18 11:00:00+02:00;Amsterdam-Van Diemenstraat;CO;504,9;3
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;O3;45,5;4
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;CO;428,2;2
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;44,6;4
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,2;3
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;30,3;4
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,25;2
2018-09-18 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO;20,4;2
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;O3;56,9;4
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;CO;402,5;2
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;28,1;3
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;17,3;3
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;22,8;3
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,86;1
2018-09-18 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO;13,1;2
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO;9,9;1
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;CO;389,5;2
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;22,2;3
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,9;3
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;28,2;3
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,72;1
2018-09-18 14:00:00+02:00;Amsterdam-Van Diemenstraat;O3;59,1;4
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;O3;60,6;5
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,9;1
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;22,9;3
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,3;1
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;24,0;3
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;CO;415,0;2
