tijdstip;locatie;component;waarde;LKI,
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;O3;17,0;2
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;FN;1,33;2
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;PM10;36,6;4
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;PM25;12,3;2
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;NO2;46,3;5
2018-08-03 04:00:00+02:00;Amsterdam-Vondelpark;NO;1,5;1
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;CO;261,7;2
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;NO;1,7;1
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;O3;14,1;1
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;FN;1,38;2
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;PM10;23,9;3
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;PM25;10,5;2
2018-08-03 05:00:00+02:00;Amsterdam-Vondelpark;NO2;42,0;4
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;CO;266,9;2
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;NO;8,3;1
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;O3;3,0;1
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;NO2;56,5;5
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;FN;2,07;2
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;PM10;29,4;3
2018-08-03 06:00:00+02:00;Amsterdam-Vondelpark;PM25;9,1;1
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;PM10;19,6;2
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;CO;283,4;2
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;NO;7,8;1
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;O3;3,9;1
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;FN;2,04;2
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;PM25;8,7;1
2018-08-03 07:00:00+02:00;Amsterdam-Vondelpark;NO2;50,6;5
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;NO;23,9;2
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;O3;6,7;1
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;FN;2,65;2
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;PM10;42,5;4
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;PM25;9,8;1
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;CO;407,6;2
2018-08-03 08:00:00+02:00;Amsterdam-Vondelpark;NO2;58,2;5
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;O3;41,7;4
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;CO;506,2;3
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;NO;10,5;2
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;FN;1,94;2
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;PM10;54,0;5
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;PM25;12,7;2
2018-08-03 09:00:00+02:00;Amsterdam-Vondelpark;NO2;50,7;5
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;PM25;12,5;2
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;CO;311,9;2
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;NO;4,9;1
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;NO2;41,2;4
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;O3;67,8;5
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;FN;1,22;2
2018-08-03 10:00:00+02:00;Amsterdam-Vondelpark;PM10;29,8;3
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,89;1
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;PM10;26,3;3
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;NO2;30,2;4
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;PM25;11,3;2
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;O3;86,3;6
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;NO;2,8;1
2018-08-03 11:00:00+02:00;Amsterdam-Vondelpark;CO;267,4;2
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;PM25;10,4;2
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;O3;88,8;6
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;FN;1,0;2
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;CO;269,7;2
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;PM10;21,0;3
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;NO;4,6;1
2018-08-03 12:00:00+02:00;Amsterdam-Vondelpark;NO2;39,5;4
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;PM25;9,3;1
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;CO;247,3;1
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;NO;3,6;1
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;O3;106,5;7
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,93;1
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;PM10;29,0;3
2018-08-03 13:00:00+02:00;Amsterdam-Vondelpark;NO2;36,5;4
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;NO2;16,8;2
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;CO;263,0;2
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;NO;1,4;1
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;O3;125,8;7
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,84;1
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;PM10;21,0;3
2018-08-03 14:00:00+02:00;Amsterdam-Vondelpark;PM25;8,9;1
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;PM25;8,8;1
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;NO2;12,7;2
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;PM10;18,2;2
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;CO;272,8;2
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;NO;1,0;1
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;O3;133,3;7
2018-08-03 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,74;1
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,7;1
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;CO;279,2;2
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;O3;132,6;7
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;PM10;19,2;2
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;PM25;10,0;2
2018-08-03 16:00:00+02:00;Amsterdam-Vondelpark;NO2;12,8;2
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,7;1
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;O3;127,1;7
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;CO;280,2;2
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;NO2;10,2;2
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;PM25;11,0;2
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;PM10;21,5;3
2018-08-03 17:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,63;1
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;CO;297,8;2
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;NO;1,1;1
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;PM10;19,3;2
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;PM25;9,7;1
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;NO2;17,9;2
2018-08-03 18:00:00+02:00;Amsterdam-Vondelpark;O3;116,1;7
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;PM25;4,5;1
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;PM10;9,8;1
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;CO;250,2;2
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;O3;104,2;7
2018-08-03 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,56;1
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,51;1
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;PM10;11,4;2
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;NO2;8,0;1
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;O3;102,6;7
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;PM25;2,8;1
2018-08-03 20:00:00+02:00;Amsterdam-Vondelpark;CO;236,9;1
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;CO;255,3;2
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;O3;99,9;6
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,59;1
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;PM10;14,0;2
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;PM25;4,3;1
2018-08-03 21:00:00+02:00;Amsterdam-Vondelpark;NO2;9,2;1
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,77;1
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;O3;88,8;6
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;CO;287,7;2
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;NO2;14,9;2
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;PM25;3,5;1
2018-08-03 22:00:00+02:00;Amsterdam-Vondelpark;PM10;17,4;2
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;CO;307,0;2
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;O3;79,6;5
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,86;1
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;NO2;17,4;2
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;PM10;10,7;2
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;PM25;4,4;1
2018-08-03 23:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;NO2;17,8;2
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;O3;55,1;4
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;CO;266,5;2
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,66;1
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;PM10;12,4;2
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;PM25;3,7;1
2018-08-04 00:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;NO2;23,3;3
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;O3;42,4;4
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;PM10;12,3;2
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;CO;279,5;2
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,68;1
2018-08-04 01:00:00+02:00;Amsterdam-Vondelpark;PM25;2,5;1
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;PM10;6,3;1
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;PM25;4,7;1
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;O3;50,0;4
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,52;1
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;CO;267,7;2
2018-08-04 02:00:00+02:00;Amsterdam-Vondelpark;NO2;24,3;3
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;CO;231,6;1
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;O3;62,1;5
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;NO2;11,6;2
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;PM25;3,5;1
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;PM10;5,0;1
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,34;1
2018-08-04 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;O3;66,4;5
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;PM25;4,5;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;NO2;7,5;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;CO;209,9;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;PM10;7,2;1
2018-08-04 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;CO;218,5;1
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;NO2;12,5;2
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;PM25;5,4;1
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;PM10;10,3;2
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,39;1
2018-08-04 05:00:00+02:00;Amsterdam-Vondelpark;O3;52,1;4
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;NO2;14,2;2
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;O3;47,3;4
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;PM10;10,9;2
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,44;1
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;CO;219,0;1
2018-08-04 06:00:00+02:00;Amsterdam-Vondelpark;PM25;0,9;1
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;PM25;0,7;1
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;NO2;36,2;4
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;O3;23,0;2
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;NO;1,3;1
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;FN;1,15;2
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;CO;244,8;1
2018-08-04 07:00:00+02:00;Amsterdam-Vondelpark;PM10;11,3;2
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;NO;4,0;1
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;PM25;4,0;1
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;CO;255,8;2
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;O3;27,3;2
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;FN;1,09;2
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;NO2;34,7;4
2018-08-04 08:00:00+02:00;Amsterdam-Vondelpark;PM10;15,0;2
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;NO2;29,0;3
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;NO;6,6;1
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;O3;37,8;3
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;CO;246,6;1
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,82;1
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;PM10;14,8;2
2018-08-04 09:00:00+02:00;Amsterdam-Vondelpark;PM25;5,9;1
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;PM25;7,7;1
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;CO;241,7;1
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;NO;12,6;2
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;O3;40,7;4
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;FN;0,91;1
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;PM10;14,4;2
2018-08-04 10:00:00+02:00;Amsterdam-Vondelpark;NO2;40,5;4
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;NO;11,8;2
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,65;1
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;PM10;13,9;2
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;NO2;47,9;5
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;CO;235,7;1
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;PM25;6,1;1
2018-08-04 11:00:00+02:00;Amsterdam-Vondelpark;O3;50,0;4
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;FN;0,73;1
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;PM10;16,6;2
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;NO2;36,3;4
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;PM25;5,9;1
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;CO;242,1;1
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;NO;5,8;1
2018-08-04 12:00:00+02:00;Amsterdam-Vondelpark;O3;60,5;5
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;NO2;22,0;3
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;CO;245,9;1
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;PM25;9,0;1
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;PM10;13,0;2
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,64;1
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;O3;75,0;5
2018-08-04 13:00:00+02:00;Amsterdam-Vondelpark;NO;2,8;1
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,55;1
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;PM10;18,7;2
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;CO;253,1;2
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;NO;1,8;1
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;PM25;8,7;1
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;NO2;17,6;2
2018-08-04 14:00:00+02:00;Amsterdam-Vondelpark;O3;83,1;6
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;NO;0,9;1
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;PM25;7,2;1
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;CO;246,6;1
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;PM10;12,8;2
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;O3;86,6;6
2018-08-04 15:00:00+02:00;Amsterdam-Vondelpark;NO2;10,6;2
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;CO;236,0;1
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;O3;76,3;5
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;NO;1,4;1
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;NO2;8,8;1
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;PM25;5,4;1
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;PM10;13,9;2
2018-08-04 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,41;1
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;CO;234,0;1
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,47;1
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;PM10;12,3;2
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;PM25;3,3;1
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;O3;66,7;5
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;NO;1,0;1
2018-08-04 17:00:00+02:00;Amsterdam-Vondelpark;NO2;6,5;1
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;PM25;5,5;1
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,61;1
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;O3;71,6;5
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;NO2;7,7;1
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;CO;251,7;2
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-08-04 18:00:00+02:00;Amsterdam-Vondelpark;PM10;12,3;2
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;NO2;5,2;1
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;O3;67,1;5
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;PM25;8,1;1
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;PM10;14,7;2
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;CO;243,4;1
2018-08-04 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,32;1
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;O3;62,5;5
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;PM10;17,0;2
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;NO2;7,9;1
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;CO;261,1;2
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;PM25;6,1;1
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;NO;1,0;1
2018-08-04 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,38;1
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;CO;256,9;2
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;NO;0,9;1
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;NO2;9,4;1
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;PM25;4,8;1
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;PM10;15,6;2
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,37;1
2018-08-04 21:00:00+02:00;Amsterdam-Vondelpark;O3;60,3;5
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;PM10;17,5;2
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;PM25;4,7;1
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;O3;57,0;4
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;CO;263,0;2
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;NO2;12,6;2
2018-08-04 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;O3;55,1;4
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;PM25;4,5;1
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;PM10;16,4;2
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,46;1
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;CO;247,0;1
2018-08-04 23:00:00+02:00;Amsterdam-Vondelpark;NO2;10,2;2
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;PM25;4,6;1
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;NO2;11,3;2
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;CO;249,1;1
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;O3;52,9;4
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,48;1
2018-08-05 00:00:00+02:00;Amsterdam-Vondelpark;PM10;10,8;2
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;NO;1,6;1
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,41;1
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;PM25;5,4;1
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;NO2;34,6;4
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;PM10;12,8;2
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;CO;242,7;1
2018-08-05 01:00:00+02:00;Amsterdam-Vondelpark;O3;32,8;3
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;PM25;6,5;1
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;CO;221,8;1
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;NO2;15,2;2
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;O3;47,4;4
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,28;1
2018-08-05 02:00:00+02:00;Amsterdam-Vondelpark;PM10;13,2;2
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;PM25;6,3;1
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;CO;217,8;1
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;NO2;9,9;1
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;O3;49,4;4
2018-08-05 03:00:00+02:00;Amsterdam-Vondelpark;PM10;12,8;2
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;NO2;12,0;2
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;PM25;4,3;1
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;PM10;13,7;2
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,29;1
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;O3;47,0;4
2018-08-05 04:00:00+02:00;Amsterdam-Vondelpark;CO;212,8;1
2018-08-05 05:00:00+02:00;Amsterdam-Vondelpark;O3;43,1;4
2018-08-05 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,34;1
2018-08-05 05:00:00+02:00;Amsterdam-Vondelpark;PM10;12,4;2
